Plot,Section,Tag,DBH,Date,Species,Alive,Sapflux,Notes
Fresh,Center,1556,9.2,2/24/19,,Yes,,
Fresh,Center,1557,7.5,2/24/19,,Yes,,
Fresh,Center,1558,13.2,2/24/19,FAGR,Yes,,
Fresh,Center,1559,38.4,2/24/19,ACRU,Yes,,
Fresh,Center,1560,9.8,2/24/19,,Yes,,
Fresh,Center,1561,55.8,2/24/19,LITU,Yes,F4,
Fresh,Center,1562,20.5,2/24/19,,No,,
Fresh,Center,1563,28,2/24/19,ACRU,Yes,,
Fresh,Center,1564,7.8,2/24/19,FAGR,Yes,,
Fresh,Center,1565,15,2/24/19,,Yes,,
Fresh,Center,1566,55.7,2/24/19,LITU,Yes,,
Fresh,Center,1567,22.9,2/24/19,FAGR,Yes,,
Fresh,Center,1568,59.2,2/24/19,LITU,Yes,,
Fresh,East,1569,40.4,2/24/19,FAGR,Yes,,
Fresh,East,1570,24.8,2/24/19,FAGR,Yes,,
Fresh,East,1571,8.3,2/24/19,FAGR,Yes,,
Fresh,East,1572,8.2,2/24/19,,Yes,,
Fresh,East,1573,33.8,2/24/19,FAGR,Yes,,
Fresh,East,1574,34.8,2/24/19,FAGR,Yes,,
Fresh,East,1575,12.1,2/24/19,,Yes,,
Fresh,East,1576,69.1,2/24/19,LITU,Yes,,
Fresh,East,1577,5.5,2/24/19,FAGR,Yes,,
Fresh,East,1578,66.7,2/24/19,LITU,Yes,F1,
Fresh,East,1579,26.6,2/24/19,LITU,Yes,,
Fresh,East,1580,29.9,2/24/19,FAGR,Yes,,
Fresh,East,1581,5.9,2/24/19,FAGR,Yes,,
Fresh,East,1582,27.4,2/24/19,,No,,
Fresh,East,1583,17.5,2/24/19,ACRU,Yes,,
Fresh,East,1584,1.9,2/24/19,FAGR,Yes,,
Fresh,East,1585,12.8,2/24/19,FAGR,Yes,,
Fresh,East,1586,40.6,2/24/19,LITU,Yes,,
Fresh,East,1587,14.4,2/24/19,,Yes,,
Fresh,East,1588,6.5,2/24/19,,Yes,,
Fresh,East,1589,5.3,2/24/19,FAGR,Yes,,
Fresh,East,1590,26.7,2/24/19,FAGR,Yes,,
Fresh,East,1591,79,2/24/19,LITU,Yes,F5,
Fresh,East,1592,43.4,2/24/19,ACRU,Yes,,
Fresh,East,1593,5.1,2/24/19,,Yes,,
Fresh,East,1594,5.7,2/24/19,FAGR,Yes,,
Fresh,East,1595,16.2,2/24/19,ACRU,Yes,,
Fresh,East,1596,26.8,2/24/19,FAGR,Yes,,
Fresh,East,1597,37.8,2/24/19,ACRU,Yes,,
Fresh,East,1598,17.8,2/24/19,FAGR,Yes,,
Fresh,East,1599,61.6,2/24/19,LITU,Yes,,
Fresh,East,1600,8.6,2/24/19,FAGR,Yes,,
Fresh,East,1601,5.5,2/24/19,FAGR,Yes,,
Fresh,East,1602,15.1,2/24/19,,Yes,,
Fresh,East,1603,26,2/24/19,,No,,
Fresh,East,1604,22.3,2/24/19,,Yes,,
Fresh,East,1605,3.5,2/24/19,FAGR,Yes,,
Fresh,East,1606,7.7,2/24/19,,Yes,,
Fresh,East,1607,30.1,2/24/19,,No,,
Fresh,East,1608,3.6,2/24/19,,Yes,,
Fresh,East,1609,12.6,2/24/19,ACRU,Yes,,
Fresh,East,1610,47.8,2/24/19,LITU,Yes,,
Fresh,East,1611,5.9,2/24/19,,Yes,,
Fresh,East,1612,36.7,2/24/19,LITU,Yes,,
Fresh,East,1613,38.3,2/24/19,ACRU,Yes,,
Fresh,Out-east,1614,55.1,2/24/19,LITU,Yes,,
Fresh,Out-east,1615,38.3,2/24/19,LITU,Yes,,
Fresh,Out-east,1616,25,2/24/19,LITU,Yes,,
Fresh,Out-east,1617,5.5,2/24/19,,Yes,,
Fresh,Out-east,1618,17.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1619,69.9,2/24/19,LITU,Yes,,
Fresh,Out-east,1620,10.1,2/24/19,,Yes,,
Fresh,Out-east,1621,42.5,2/24/19,ACRU,Yes,,
Fresh,Out-east,1622,7.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1623,44.1,2/24/19,,Yes,,
Fresh,Out-east,1624,11.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1625,20.7,2/24/19,ACRU,Yes,,
Fresh,Out-east,1626,9.5,2/24/19,FAGR,Yes,,
Fresh,Out-east,1627,7.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1628,2.3,2/24/19,FAGR,Yes,,
Fresh,Out-east,1629,68.7,2/24/19,ACRU,Yes,,
Fresh,Out-east,1630,28.5,2/24/19,FAGR,Yes,,
Fresh,Out-east,1631,8.6,2/24/19,ACRU,Yes,,
Fresh,Out-east,1632,51,2/24/19,LITU,Yes,,
Fresh,Out-east,1633,38.7,2/24/19,,No,,
Fresh,Out-east,1634,12.9,2/24/19,,No,,
Fresh,Out-east,1635,45.9,2/24/19,LITU,Yes,,
Fresh,East,1636,4.1,2/24/19,,Yes,,Next to 1591
,,1637,,,,,,
,,1638,,,,,,
,,1639,,,,,,
,,1640,,,,,,
,,1641,,,,,,
,,1642,,,,,,
,,1643,,,,,,
,,1644,,,,,,
,,1645,,,,,,
,,1646,,,,,,
,,1647,,,,,,
,,1648,,,,,,
,,1649,,,,,,
,,1650,,,,,,
,,1651,,,,,,
,,1652,,,,,,
,,1653,,,,,,
,,1654,,,,,,
,,1655,,,,,,
,,1656,,,,,,
,,1657,,,,,,
,,1658,,,,,,
,,1659,,,,,,
,,1660,,,,,,
,,1661,,,,,,
,,1662,,,,,,
,,1663,,,,,,
,,1664,,,,,,
,,1665,,,,,,
,,1666,,,,,,
,,1667,,,,,,
,,1668,,,,,,
,,1669,,,,,,
,,1670,,,,,,
,,1671,,,,,,
,,1672,,,,,,
,,1673,,,,,,
,,1674,,,,,,
,,1675,,,,,,
,,1676,,,,,,
,,1677,,,,,,
,,1678,,,,,,
,,1679,,,,,,
,,1680,,,,,,
,,1681,,,,,,
,,1682,,,,,,
,,1683,,,,,,
,,1684,,,,,,
,,1685,,,,,,
,,1686,,,,,,
,,1687,,,,,,
,,1688,,,,,,
,,1689,,,,,,
,,1690,,,,,,
,,1691,,,,,,
,,1692,,,,,,
,,1693,,,,,,
,,1694,,,,,,
,,1695,,,,,,
,,1696,,,,,,
,,1697,,,,,,
,,1698,,,,,,
,,1699,,,,,,
,,1700,,,,,,
Salt,East,1701,48.8,2/24/19,LITU,Yes,,
Salt,East,1702,23.5,2/24/19,FAGR,Yes,,
Salt,East,1703,32.7,2/24/19,LITU,Yes,,
Salt,East,1704,33.6,2/24/19,ACRU,Yes,,
Salt,East,1705,32.3,2/24/19,ACRU,Yes,,
Salt,East,1706,24.2,2/24/19,LITU,Yes,,
Salt,East,1707,13.1,2/24/19,FAGR,Yes,,
Salt,East,1708,45.4,2/24/19,ACRU,Yes,,
Salt,East,1709,27.5,2/24/19,LITU,Yes,,
Salt,East,1710,4.9,2/24/19,FAGR,Yes,,
Salt,East,1711,30.6,2/24/19,LITU,Yes,,
Salt,East,1712,47.8,2/24/19,LITU,Yes,,
Salt,East,1713,20.9,2/24/19,FAGR,Yes,,
Salt,East,1714,4.2,2/24/19,FAGR,Yes,,
Salt,East,1715,15.6,2/24/19,,No,,
Salt,East,1716,20,2/24/19,ACRU,Yes,,
Salt,East,1717,9.4,2/24/19,,Yes,,
Salt,East,1718,64,2/24/19,LITU,Yes,,
Salt,East,1719,6.8,2/24/19,FAGR,Yes,,
Salt,East,1720,32.7,2/24/19,LITU,Yes,,
Salt,East,1721,23,2/24/19,FAGR,Yes,,
Salt,East,1722,18.2,2/24/19,,No,,
Salt,East,1723,6.4,2/24/19,FAGR,Yes,,
Salt,East,1724,1.8,2/24/19,FAGR,Yes,,
Salt,East,1725,6,2/24/19,FAGR,Yes,,
Salt,East,1726,11.4,2/24/19,ACRU,Yes,,
Salt,East,1727,58.6,2/24/19,LITU,Yes,,
Salt,East,1728,20.7,2/24/19,ACRU,Yes,,
Salt,East,1729,6.3,2/24/19,FAGR,Yes,,
Salt,East,1730,10.6,2/24/19,FAGR,Yes,,
Salt,East,1731,7.7,2/24/19,,Yes,,
Salt,East,1732,6.8,2/24/19,FAGR,Yes,,
Salt,East,1733,24.9,2/24/19,ACRU,Yes,C7,
Salt,East,1734,3.5,2/24/19,FAGR,Yes,,
Salt,East,1735,7.6,2/24/19,,Yes,,
Salt,East,1736,6.9,2/24/19,FAGR,Yes,,
Salt,East,1737,39,2/24/19,ACRU,Yes,,
Salt,East,1738,25.6,2/24/19,,Yes,,
Salt,East,1739,7,2/24/19,,Yes,,
Salt,East,1740,21.2,2/24/19,ACRU,Yes,,
Salt,East,1741,7.9,2/24/19,FAGR,Yes,,
Salt,East,1742,3.6,2/24/19,FAGR,Yes,,
Salt,East,1743,11.9,2/24/19,FAGR,Yes,,
Salt,East,1744,11.3,2/24/19,FAGR,Yes,,
Salt,East,1745,50.3,2/24/19,ACRU,Yes,,
Salt,East,1746,10.4,2/24/19,FAGR,Yes,,
Salt,East,1747,22.4,2/24/19,ACRU,Yes,,
Salt,East,1748,4.7,2/24/19,FAGR,Yes,,
Salt,East,1749,21,2/24/19,ACRU,Yes,,
Salt,East,1750,45.7,2/24/19,LITU,Yes,,
Salt,East,1751,2.8,2/24/19,FAGR,Yes,,
Salt,East,1752,28.9,2/24/19,,No,,
Salt,East,1753,18.2,2/24/19,FAGR,Yes,,
Salt,East,1754,31.7,2/24/19,LITU,Yes,,
Salt,East,1755,17.5,2/24/19,FAGR,Yes,,
Salt,East,1756,19.2,2/24/19,ACRU,Yes,,
Salt,East,1757,25.2,2/24/19,,No,,
Salt,East,1758,30.1,2/24/19,FAGR,Yes,,
Salt,Center,1759,35.6,2/24/19,ACRU,Yes,,
Salt,Center,1760,43.7,2/24/19,LITU,Yes,,
Salt,Center,1761,8.8,2/24/19,FAGR,Yes,,
Salt,Center,1762,39.3,2/24/19,ACRU,Yes,,
Salt,Center,1763,4.1,2/24/19,FAGR,Yes,,
Salt,Center,1764,8.9,2/24/19,FAGR,Yes,,
Salt,Center,1765,3.7,2/24/19,,Yes,,
Salt,Center,1766,5.3,2/24/19,FAGR,Yes,,
Salt,Center,1767,7.3,2/24/19,ACRU,Yes,,
Salt,Center,1768,42.1,2/24/19,LITU,Yes,,
Salt,Center,1769,8.2,2/24/19,FAGR,Yes,,
Salt,Center,1770,6.4,2/24/19,FAGR,Yes,,
Salt,Center,1771,47.3,2/24/19,LITU,Yes,C1,
Salt,Center,1772,20.3,2/24/19,ACRU,Yes,,
Salt,Center,1773,49.3,2/24/19,LITU,Yes,C6,
Salt,Center,1774,34.4,2/24/19,LITU,Yes,,
Salt,Center,1775,18.2,2/24/19,ACRU,Yes,,
Salt,Center,1776,24.5,2/24/19,ACRU,Yes,,
Salt,Center,1777,38.2,2/24/19,LITU,Yes,,
Salt,Center,1778,44,2/24/19,LITU,Yes,C5,
Salt,Center,1779,12.1,2/24/19,FAGR,Yes,,
Salt,Center,1780,19.3,2/24/19,FAGR,Yes,,
Salt,Center,1781,50.4,2/24/19,LITU,Yes,C4,
Salt,Center,1782,5.6,2/24/19,FAGR,Yes,,
Salt,Center,1783,36.7,2/24/19,LITU,Yes,C3,
Salt,Center,1784,2.7,2/24/19,FAGR,Yes,,
Salt,Center,1785,6.5,2/24/19,FAGR,Yes,,
Salt,Center,1786,10.4,2/24/19,FAGR,Yes,,
Salt,Center,1787,12.2,2/24/19,FAGR,Yes,,
Salt,Center,1788,28.9,2/24/19,ACRU,Yes,C8,
Salt,Center,1789,6.4,2/24/19,FAGR,Yes,,
Salt,Center,1790,61,2/24/19,LITU,Yes,C2,
Salt,Center,1791,4.7,2/24/19,FAGR,Yes,,
Salt,Center,1792,11.7,2/24/19,FAGR,Yes,,
Salt,Center,1793,11.3,2/24/19,,No,,
Salt,Center,1794,8.8,2/24/19,FAGR,Yes,,
Salt,Center,1795,5.6,2/24/19,,Yes,,
Salt,Center,1796,8.2,2/24/19,ACRU,Yes,,
Salt,Center,1797,12,2/24/19,,Yes,,
Salt,Center,1798,67.9,2/24/19,LITU,Yes,,
Salt,Center,1799,22.1,2/24/19,ACRU,Yes,,
Salt,Center,1800,28.7,2/24/19,ACRU,Yes,,
Salt,Center,1801,7.5,2/24/19,FAGR,Yes,,
Salt,West,1802,16.3,2/24/19,ACRU,Yes,,
Salt,West,1803,42.1,2/24/19,LITU,Yes,,
Salt,West,1804,10.3,2/24/19,FAGR,Yes,,
Salt,West,1805,4.1,2/24/19,FAGR,Yes,,
Salt,West,1806,16.9,2/24/19,FAGR,Yes,,
Salt,West,1807,19,2/24/19,,Yes,,
Salt,West,1808,29.1,2/24/19,ACRU,Yes,,
Salt,West,1809,29.1,2/24/19,ACRU,Yes,,
Salt,West,1810,4.5,2/24/19,FAGR,Yes,,
Salt,West,1811,41.7,2/24/19,LITU,Yes,,
Salt,West,1812,37.8,2/24/19,ACRU,Yes,,
Salt,West,1813,30.9,2/24/19,ACRU,Yes,,
Salt,West,1814,11.3,2/24/19,FAGR,Yes,,
Salt,West,1815,43.3,2/24/19,LITU,Yes,,
Salt,West,1816,33.2,2/24/19,ACRU,Yes,,
Salt,West,1817,47.1,2/24/19,LITU,Yes,,
Salt,West,1818,18.1,2/24/19,FAGR,Yes,,
Salt,West,1819,4.3,2/24/19,FAGR,Yes,,
Salt,West,1820,51.4,2/24/19,LITU,Yes,,
Salt,West,1821,11.4,2/24/19,FAGR,Yes,,
Salt,West,1822,40.5,2/24/19,LITU,Yes,,
Salt,West,1823,14.1,2/24/19,ACRU,Yes,,
Salt,West,1824,50.3,2/24/19,LITU,Yes,,
Salt,West,1825,2.6,2/24/19,FAGR,Yes,,
Salt,West,1826,9,2/24/19,FAGR,Yes,,
Salt,West,1827,6.1,2/24/19,FAGR,Yes,,
Salt,West,1828,20.2,2/24/19,FAGR,Yes,,
Salt,West,1829,21.6,2/24/19,FAGR,Yes,,
Salt,West,1830,35.6,2/24/19,LITU,Yes,,
Salt,West,1831,31.7,2/24/19,LITU,Yes,,
Salt,West,1832,3.6,2/24/19,FAGR,Yes,,
Salt,West,1833,3.5,2/24/19,FAGR,Yes,,
Salt,West,1834,2.7,2/24/19,FAGR,Yes,,
Salt,West,1835,14,2/24/19,ACRU,Yes,,
Salt,West,1836,55.5,2/24/19,LITU,Yes,,
Salt,West,1837,3.8,2/24/19,,Yes,,
Salt,West,1838,46.6,2/24/19,LITU,Yes,,
Salt,West,1839,27.3,2/24/19,FAGR,Yes,,
Salt,West,1840,7.5,2/24/19,FAGR,Yes,,
Salt,West,1841,16.1,2/24/19,FAGR,Yes,,
Salt,West,1842,2.5,2/24/19,FAGR,Yes,,
Salt,West,1843,3.6,2/24/19,FAGR,Yes,,
Salt,West,1844,35.5,2/24/19,ACRU,Yes,,
Salt,West,1845,40.2,2/24/19,LITU,Yes,,
Salt,West,1846,8,2/24/19,FAGR,Yes,,
Salt,West,1847,40.7,2/24/19,LITU,Yes,,
Salt,West,1848,34.2,2/24/19,FAGR,Yes,,
Salt,West,1849,5.3,2/24/19,FAGR,Yes,,
Salt,Out-west,1850,14.2,2/24/19,,Yes,,
Salt,Out-west,1851,30.2,2/24/19,FAGR,Yes,,
Salt,Out-west,1852,50.1,2/24/19,LITU,Yes,,
Salt,Out-west,1853,62.7,2/24/19,LITU,Yes,,
Salt,Out-west,1854,12.8,2/24/19,LITU,Yes,,
Salt,Out-west,1855,42.4,2/24/19,LITU,Yes,,
Salt,Out-west,1856,5.3,2/24/19,FAGR,Yes,,
Salt,Out-west,1857,5.2,2/24/19,FAGR,Yes,,
Salt,Out-west,1858,4.8,2/24/19,FAGR,Yes,,
Salt,Out-west,1859,7,2/24/19,FAGR,Yes,,
Salt,Out-west,1860,35.9,2/24/19,ACRU,Yes,,
Salt,Out-west,1861,39.9,2/24/19,LITU,Yes,,
Salt,Out-west,1862,24.2,2/24/19,LITU,Yes,,
Salt,Out-west,1863,9.2,2/24/19,FAGR,Yes,,
Salt,Out-west,1864,23.5,2/24/19,FAGR,Yes,,
Salt,Out-west,1865,34.1,2/24/19,ACRU,Yes,,
Salt,Out-west,1866,2.4,2/24/19,FAGR,Yes,,
Salt,Out-west,1867,3,2/24/19,FAGR,Yes,,
Salt,Out-west,1868,32.5,2/24/19,FAGR,Yes,,
Salt,Out-west,1869,19,2/24/19,ACRU,Yes,,
Salt,Out-west,1870,51.6,2/24/19,LITU,Yes,,
Salt,Out-west,1871,35.8,2/24/19,LITU,Yes,,
Salt,Out-west,1872,9.4,2/24/19,FAGR,Yes,,
Salt,Out-west,1873,46.6,2/24/19,LITU,Yes,,
Salt,Out-west,1874,2.6,2/24/19,FAGR,Yes,,
Salt,Out-west,1875,8.6,2/24/19,FAGR,Yes,,
Salt,Out-west,1876,49.5,2/24/19,ACRU,Yes,,
Salt,Out-west,1877,20,2/24/19,ACRU,Yes,,
Salt,Out-west,1878,10.2,2/24/19,FAGR,Yes,,
Salt,Out-west,1879,10.1,2/24/19,FAGR,Yes,,
Salt,Out-west,1880,55.1,2/24/19,LITU,Yes,,
Salt,Out-west,1881,10.7,2/24/19,FAGR,Yes,,
Salt,Out-west,1882,7,2/24/19,FAGR,Yes,,
Salt,Out-west,1883,10.8,2/24/19,FAGR,Yes,,
Salt,Out-west,1884,6.2,2/24/19,FAGR,Yes,,Next to 1774
Salt,Out-west,1885,40.6,2/24/19,FAGR,Yes,,Next to 1823
,,1886,,,,,,
,,1887,,,,,,
,,1888,,,,,,
,,1889,,,,,,
,,1890,,,,,,
,,1891,,,,,,
,,1892,,,,,,
,,1893,,,,,,
,,1894,,,,,,
,,1895,,,,,,
,,1896,,,,,,
,,1897,,,,,,
,,1898,,,,,,
,,1899,,,,,,
,,1900,,,,,,
,,1901,,,,,,
,,1902,,,,,,
,,1903,,,,,,
,,1904,,,,,,
,,1905,,,,,,
,,1906,,,,,,
,,1907,,,,,,
,,1908,,,,,,
,,1909,,,,,,
,,1910,,,,,,
,,1911,,,,,,
,,1912,,,,,,
,,1913,,,,,,
,,1914,,,,,,
,,1915,,,,,,
,,1916,,,,,,
,,1917,,,,,,
,,1918,,,,,,
,,1919,,,,,,
,,1920,,,,,,
,,1921,,,,,,
,,1922,,,,,,
,,1923,,,,,,
,,1924,,,,,,
,,1925,,,,,,
,,1926,,,,,,
,,1927,,,,,,
,,1928,,,,,,
,,1929,,,,,,
,,1930,,,,,,
,,1931,,,,,,
,,1932,,,,,,
,,1933,,,,,,
,,1934,,,,,,
,,1935,,,,,,
,,1936,,,,,,
,,1937,,,,,,
,,1938,,,,,,
,,1939,,,,,,
,,1940,,,,,,
,,1941,,,,,,
,,1942,,,,,,
,,1943,,,,,,
,,1944,,,,,,
,,1945,,,,,,
,,1946,,,,,,
,,1947,,,,,,
,,1948,,,,,,
,,1949,,,,,,
,,1950,,,,,,
,,1951,,,,,,
,,1952,,,,,,
,,1953,,,,,,
,,1954,,,,,,
,,1955,,,,,,
,,1956,,,,,,
,,1957,,,,,,
,,1958,,,,,,
,,1959,,,,,,
,,1960,,,,,,
,,1961,,,,,,
,,1962,,,,,,
,,1963,,,,,,
,,1964,,,,,,
,,1965,,,,,,
,,1966,,,,,,
,,1967,,,,,,
,,1968,,,,,,
,,1969,,,,,,
,,1970,,,,,,
,,1971,,,,,,
,,1972,,,,,,
,,1973,,,,,,
,,1974,,,,,,
,,1975,,,,,,
,,1976,,,,,,
,,1977,,,,,,
,,1978,,,,,,
,,1979,,,,,,
,,1980,,,,,,
,,1981,,,,,,
,,1982,,,,,,
,,1983,,,,,,
,,1984,,,,,,
,,1985,,,,,,
,,1986,,,,,,
,,1987,,,,,,
,,1988,,,,,,
,,1989,,,,,,
,,1990,,,,,,
,,1991,,,,,,
,,1992,,,,,,
,,1993,,,,,,
,,1994,,,,,,
,,1995,,,,,,
,,1996,,,,,,
,,1997,,,,,,
,,1998,,,,,,
,,1999,,,,,,
,,2000,,,,,,
